Date,Open,High,Low,Close,Adj Close,Volume
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,189.7899932861328,40552600
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,190.39999389648438,38415400
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,189.3699951171875,43014200
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.9499969482422,48794400
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,191.24000549316406,45679300
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,189.42999267578125,43389500
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,193.4199981689453,66628400
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,192.32000732421875,41089700
2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,194.27000427246094,47477700
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.7100067138672,53377300
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,193.17999267578125,60943700
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,194.7100067138672,52696900
2023-12-13,195.08999633789062,198.0,194.85000610351562,197.9600067138672,197.9600067138672,70404200
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,198.11000061035156,66831600
2023-12-15,197.52999877929688,198.39999389648438,197.0,197.57000732421875,197.57000732421875,128256700
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,195.88999938964844,55751900
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,196.94000244140625,40714100
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,194.8300018310547,52242800
